raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
13786,positive,2,nice product thank u flipkart this be a very good product,positive,"thank, be very, product, good, thank flipkart, product thank, flipkart, nice, very good, this",positive," good,  thank, t,  very,  nice,  product,  u, kar,  this,  flip"
8552,neutral,1,just okay everything be gud but graterblade be not that gud as it grate very thick u can not make halwa for that again u hve to gre with chopperand there should b 1 more dry jar to grind all masalagrater blader be not as expect it should be more thin,neutral,"but, just okay, okay, should, thin, more, not as, it, gud but, grind",neutral," okay,  just,  not,  not,  not,  can,  but,  everything,  should,  ch"
15122,positive,2,just wow superb reading,positive,"wow, just wow, superb, reading, wow superb, just",positive," superb,  w, ow,  just,  reading"
164,negative,0,not recommend at all no music effectbetter purchase oneplus z bass edition,negative,"no, not recommend, recommend at, at all, not, recommend, all, bass, music, oneplus",negative," not,  no,  recommend,  at,  music,  effect,  bass,  all, p, ter"
10535,neutral,1,fair mediam,neutral,"fair, mediam",neutral," fair,  media, m"
15160,positive,2,wonderful super,positive,"super, wonderful, wonderful super",positive," super,  wonderful"
3600,negative,0,very poor not compatible for use,negative,"poor, very poor, not, poor not, not compatible, compatible for, for, very, for use, compatible",negative," poor,  not,  compatible,  very,  for,  use"
4136,negative,0,very poor third class washing machine from tata ratan tata be mint money it work hardly for a week before the rinsing problem start third grade product from tata well you get kamwali bai atleast she can feed for her home by take job of this third class dishwasher,negative,"poor, very poor, problem, from, job, class, for, machine, dishwasher, get",negative," poor,  problem,  machine,  product,  from, ing,  third, ta,  ta,  rat"
10631,neutral,1,expect a well product average,neutral,"average, well, expect well, product, expect, product average, well product",neutral," average,  product,  well,  a,  expect"
4341,negative,0,unsatisfactory very bad quality horrible sound quality not stableauto turn off,negative,"unsatisfactory, horrible, bad, very bad, off, not, unsatisfactory very, turn, quality not, very",negative," un,  horrible,  bad, is,  very, fa,  not,  stable,  quality, ctor"
7680,neutral,1,pretty good its ok,neutral,"ok, its ok, pretty, good its, pretty good, good, its",neutral," pretty,  good,  its,  ok"
11955,positive,2,well in the market super cute,positive,"super, well in, the market, market, well, in the, in, cute, the, market super",positive," super,  in,  well,  cute,  market,  the"
13848,positive,2,good quality product build quality be well than symphony jumbo 70however cooling be a bit less and noise a bit more than symphony jumbo 70a large tank capacity of 90100 ltr with aspen pad be desirable,neutral,"symphony, well, bit, well than, than, noise, quality product, and, more, more than",neutral," good,  capacity,  pad,  l,  70,  90, a, pen,  cooling,  desirable"
6164,neutral,1,fair ok but not compatible,neutral,"fair, but, ok, not compatible, compatible, but not, not, ok but, fair ok",neutral," not,  fair,  ok,  but,  compatible"
10052,neutral,1,delightful ok,neutral,"ok, delightful ok, delightful",neutral," ok,  delight, ful"
15856,positive,2,worth every penny excellent,positive,"excellent, worth every, worth, every penny, penny, every, penny excellent",positive," excellent,  every,  penny,  worth"
8336,neutral,1,expect a well product not up to the mark,neutral,"well, expect well, mark, product not, the mark, up to, product, expect, to the, not",neutral," not,  up,  a,  the,  product,  to,  mark,  well,  expect"
14275,positive,2,excellent nice sound,positive,"excellent, excellent nice, sound, nice, nice sound",positive," nice,  excellent,  sound"
13792,positive,2,just wow nice,positive,"wow, just wow, nice, wow nice, just",positive," nice,  w, ow,  just"
3177,negative,0,bad experience ever its bad productnot worth it,negative,"bad, experience ever, ever, bad experience, experience, its bad, worth, worth it, it, ever its",negative," bad,  bad,  experience, not,  ever,  product,  its,  it,  worth"
14466,positive,2,terrific purchase super charger,positive,"terrific, super, purchase, terrific purchase, charger, purchase super, super charger",positive," super, rri, fic,  charge,  te,  purchase, r"
6389,neutral,1,nice product okgood,neutral,"product, nice, nice product, okgood",neutral," ok, good,  nice,  product"
10600,neutral,1,just okay product quality good but hight do not fit the thumb properly,neutral,"but, just okay, okay, quality good, good but, just, fit, do not, not fit, product",neutral," okay,  not,  but,  just,  good,  high,  thumb,  product,  fit,  the"
13255,positive,2,awesome gud,positive,"awesome, gud, awesome gud",positive," awesome,  g, ud"
13918,positive,2,perfect product very good,positive,"perfect, perfect product, product very, good, product, very good, very",positive," perfect,  good,  very,  product"
4729,negative,0,worthless beware guy this device do not support otg connection and one more problem that be too big to be shadow be the issue of wifi connectivity with a few telecom service provider such as vodafone airtel but it work flawlessly with jio connection,negative,"worthless, problem, support, of wifi, issue, such, not support, not, do not, be too",negative," worthless,  problem,  not,  guy,  support,  that,  issue,  of, ware,  be"
7704,neutral,1,could be way well not a bathroom matif keep near bathroom thread will come out fast,neutral,"well, come out, well not, will come, thread, bathroom, out, keep, will, could be",neutral," fast,  keep,  could, if,  a,  way,  well,  will,  not,  mat"
470,negative,0,do not waste your money very bad,negative,"waste, bad, very bad, not, do not, waste your, your money, your, not waste, money",negative," bad,  waste,  not,  very,  do,  your,  money"
12032,positive,2,delightful good quality,positive,"delightful good, delightful, good, good quality, quality",positive," good,  quality,  delight, ful"
13726,positive,2,classy product good product,positive,"classy product, classy, product good, good, product, good product",positive," good,  product, y,  product,  class"
15022,positive,2,really nice the delivery be very good and fast the be the good I be very happy with this product this racket be suitable for beginner level and price fair enough and well in the market,positive,"and, happy, the good, fair, be very, well in, the market, market, good, well",positive," happy,  good,  really,  nice,  very,  I,  very,  the,  and,  this"
4079,negative,0,useless product very very bad product do not purchase I purchase after see the rating but find wastage of money,negative,"useless, useless product, product do, very bad, bad, very, of money, do not, not purchase, after",negative," bad,  useless,  not,  very,  purchase,  rating,  purchase,  do,  very,  the"
6605,neutral,1,not good very small size do not buy,negative,"not, not good, good, small, do not, good very, very, buy, size, small size",negative," buy,  not,  not,  good,  small,  do,  size,  very"
13824,positive,2,really nice very nice product go for it,positive,"very nice, for it, really, nice, for, product go, really nice, go, it, nice very",positive," nice,  for,  product,  go,  really,  nice,  very,  it"
7246,neutral,1,moderate the auto mode do not work well otherwise it be ok,neutral,"ok, well, mode, otherwise, auto, it, do not, auto mode, be ok, mode do",neutral," ok,  otherwise,  well,  be,  moderate,  not,  work,  mode,  it,  the"
7924,neutral,1,do the job too small for have dinner,neutral,"do the, the job, job, small, small for, dinner, too, have, do, for have",neutral," dinner,  do,  job,  the,  have,  too,  small,  for"
15485,positive,2,super very nice product,positive,"super, very nice, super very, nice, product, very, nice product",positive," super,  nice,  very,  product"
15210,positive,2,good quality product my nephew like it so much,positive,"like, like it, good, my, quality product, it, product, good quality, it so, so",positive," my,  much,  good,  like,  it,  so,  product,  quality,  nephew"
302,negative,0,not recommend at all bad product,negative,"not recommend, recommend at, bad, at all, not, bad product, recommend, all, product, at",negative," bad,  not,  recommend,  product,  all,  at"
12421,positive,2,wonderful so beautiful product,positive,"wonderful, beautiful, wonderful so, beautiful product, product, so, so beautiful",positive," beautiful,  wonderful,  so,  product"
14664,positive,2,worth every penny one week use of this machine105 kg varient1 machine be so much silent2 direct motor in this machine so its be fast and very effective3 value for money4 performance be good5 multiple option for clothes6 its 5 star so use less electricitycons1 installation be very bad experience person make a scratch on wash machine2 installation be delay,positive,"worth every, machine, its be, for, value, every penny, penny, worth, be so, delay",positive," worth,  every,  penny,  use,  good, 2,  of, 6, 5,  machine"
